공고번호,지역,회사명,공고제목,기술스택/분야,마감일
53877954,경기,(주)스마트큐브,기술연구소 HW개발자 모집(경력자),"H/W, 기타제조업 등록일 26/05/13",~ 06/12(금)
53877890,경기,디엑스라인(주),[이천/Hynix] WPF 개발자 모집,"SI개발, SI·시스템통합 등록일 26/05/13",채용시
53877833,경기,메카테크놀러지(주),삼성전자 GCS 시스템(WEB SYSTEM) 운영/유지보수 모집,"유지보수, 유지보수 등록일 26/05/13",~ 06/12(금)
53877620,경기,(주)솔루션인코퍼레이티드,반도체 장비 기업 정보보안,"정보보안, 헤드헌팅 등록일 26/05/13",채용시
53877573,경기,(주)오파스넷,[경력] 오파스넷 네트워크 엔지니어 모집 상주근무 - Div.1,"네트워크, 장비구축, 유지보수 등록일 26/05/13",~ 06/12(금)
53877567,경기,(주)프로에스콤,[출퇴근가능자] LG파주이노텍 안내사원 모집,"경비원, 경호원, 보안요원, 주차요원, 방범 외                    등록일 26/05/13",~ 05/28(목)
53877491,경기,커리어서포트,[외국계-제조기업]  IT 총괄 관리자,"SE(시스템엔지니어), 헤드헌팅 등록일 26/05/13",~ 05/28(목)
53711072,경기,(주)트리즈,Deep Learning Engineer (Perception),"딥러닝, 기계, 기계설계, CAD·CAM, 메카트로닉스 외                    수정일 26/05/13",~ 05/22(금)
53750858,경기,고려휴먼스(주),[상장사/월250만/셔틀버스] 아이티센그룹 경영지원실 총무 채용,"ERP, 계산서발행, 전표입력, ERP, 사무직 외                    수정일 26/05/13",채용시
53851350,경기,(주)케이트러커,[Senior] 케이트러커 앱/웹 서비스 개발 Lead,"백엔드/서버개발, 앱개발, 웹개발, AWS, Flutter 외                    수정일 26/05/13",~ 07/10(금)
53877103,경기,(주)카카오모빌리티,[카카오모빌리티] 데이터 엔지니어,"데이터엔지니어, Kafka, Spark, DataMining 등록일 26/05/13",상시채용
53877047,경기,디엑스라인(주),AI/ML Engineer,"SI개발, AI(인공지능), Python, 데이터 사이언티스트, SI·시스템통합 수정일 26/05/13",상시채용
53876947,경기,(주)제이앤씨에이치알,(KOSPI 기업) 의료영상 알고리즘 & 영상처리 SW개발담당 채용,"영상처리, 기타제조업 등록일 26/05/13",~ 05/24(일)
53876914,경기,이든컴퍼니(주),이든컴퍼니(주) 드론 제어·센서 개발자 채용 공고(Python/C++),"백엔드/서버개발, 앱개발, 웹개발, 데이터시각화, 자율주행 외                    등록일 26/05/13",~ 06/12(금)
53876701,경기,(주)삼흥정보통신,[LGU+ 협력사] 정보통신공사 안전관리자 및 공무 담당자 채용,"정보통신, 통신공사, CCTV공사, 장비구축, 유지보수 외                    수정일 26/05/13",~ 06/12(금)
53876695,경기,(주)비트망고,[비트망고] 서버 엔지니어 (정보보호/ISMS),"보안컨설팅, 정보보안, SE(시스템엔지니어), 네트워크, 방화벽 외                    등록일 26/05/13",채용시
53771858,경기,(주)네오셈,(주) 네오셈  개발1팀  SW개발자  모집(책임급/선임급),"앱개발, 솔루션, API, S/W, C# 외                    수정일 26/05/13",~ 05/31(일)
53772273,경기,(주)네오셈,(주) 네오셈  자동화팀  SW개발자  모집,"솔루션, S/W, C#, C++, C언어 외                    수정일 26/05/13",~ 05/31(일)
53848895,경기,(주)풍산시스템,자동화 설비 PC제어/머신비전 신입/경력직 채용,"기술지원, 유지보수, 정보통신, 컴퓨터비전, 설계엔지니어 외                    등록일 26/05/11",~ 07/10(금)
53729685,경기,(주)인스파워,RF High Power Amplifier  개발 인력 모집,"H/W, R&D, 기술연구, 회로설계, RF 수정일 26/05/13",~ 06/25(목)
53876325,경기,아이티사이언스(주),(신입/경력) 아이티사이언스(주) 안양본사 전산보안팀 채용 안내,"유지보수, 정보보안, 네트워크, 모의해킹, 방화벽 외                    등록일 26/05/13",채용시
53876021,경기,(주)굿피플네트웍스,[국기]  생성ai활용 영상/숏폼/디자인/편집 과정 강사 모집,"웹개발, 퍼블리셔, CSS3, HTML5, Javascript 외                    등록일 26/05/13",~ 06/12(금)
53407321,경기,엘에스이엔엠(주),자동창고 시스템 S/W 개발 (LS ELECTRIC 자회사),"C#, MSSQL, OracleDB, 개발PM, 기계설비 수정일 26/05/13",~ 05/22(금)
53735749,경기,(주)에이치앤엠,[판교] NOC관제.운영 네트워크 엔지니어 모집,"기술지원, 유지보수, 정보보안, 네트워크, 시스템관리 외                    수정일 26/05/13",~ 05/27(수)
53875477,경기,(주)굿피플네트웍스,[국기·K디지털]  빅데이터·자바 풀스택 개발자 과정 강사 모집,"백엔드/서버개발, 프론트엔드, 데이터시각화, 딥러닝, 머신러닝 외                    수정일 26/05/13",~ 07/12(일)
53875419,경기,닥터파인드,RF HIFU 의료기기 펌웨어 개발 SW 엔지니어 대리 피부미용 의료,"임베디드, 펌웨어, MCU, S/W, 의료기기연구 외                    등록일 26/05/13",오늘마감
53875390,경기,(주)드림시스,HW엔지니어 정규직 모집,"유지보수, SE(시스템엔지니어), 하드웨어 등록일 26/05/13",~ 06/12(금)
53875373,경기,(주)이엘솔루션,(주)이엘솔루션 기술직(정규직) 채용 공고(MS Office 가능자),"기술지원, 기계조작원, 단순생산직, 생산관리, 품질검사원 외                    수정일 26/05/13",~ 06/12(금)
53875366,경기,(주)파인디지털,[분당 상장사] 파인뷰 FW개발 부문 경력 채용 (사원~대리급),"SE(시스템엔지니어), 미들웨어, 알고리즘, 영상처리, 이미지프로세싱 외                    등록일 26/05/13",내일마감
53875352,경기,(주)파인디지털,[분당 상장사] 파인뷰 HW개발 부문 경력 채용,"SE(시스템엔지니어), 미들웨어, 영상처리, 이미지프로세싱, 임베디드 외                    등록일 26/05/13",내일마감
53875308,경기,(주)아세테크,WCS팀 개발 및 유지보수 담당자 모집,"유지보수, PL(프로젝트리더), 데이터분석, SCM, 솔루션업체 외                    등록일 26/05/13",~ 06/12(금)
53832033,경기,(주)고른,[삼성전자 DX부문] IT보안 엔드포인트 보안 운영 채용,"보안컨설팅, 정보보안, 네트워크, 모의해킹, 방화벽 외                    수정일 26/05/13",~ 06/07(일)
53875302,경기,(주)로보스타,[LG전자 자회사] 로보스타 회로/FW 설계,"H/W, S/W, 로봇엔지니어, 연구원, R&D 외                    등록일 26/05/13",~ 05/26(화)
53875159,경기,에프피티소프트웨어코리아(주),[FPT Korea] 서버/인프라 엔지니어 경력 채용,"기술지원, 백엔드/서버개발, 유지보수, DBA, SE(시스템엔지니어) 외                    수정일 26/05/14",~ 06/12(금)
53875124,경기,우리산업(주),우리산업(주)  용인연구소 연구개발본부 개발팀 팀원 채용,"기술지원, 데이터엔지니어, 유지보수, QA/테스터, SE(시스템엔지니어) 외                    등록일 26/05/13",~ 06/12(금)
53875020,경기,주식회사 엘리튜드,Linux android 제품 개발자 및 PL/PM 경력자,"Android, 임베디드리눅스, 개발PM, 헤드헌팅 등록일 26/05/13",~ 06/12(금)
53875018,경기,포레시아코리아(주),(포레시아) HKMC 시트사업 Program Manager(PM),"영업관리, 영업지원, 영업전략, PM(프로젝트매니저), 경영분석 외                    등록일 26/05/13",~ 06/12(금)
53874915,경기,소프트플로우(주),SW 공급망 보안 솔루션 엔지니어 모집 (신입/경력),"보안컨설팅, 유지보수, 정보보안, SE(시스템엔지니어), 임베디드 외                    등록일 26/05/13",~ 07/12(일)
53874884,경기,(주)코리아인,[판교/유명 게임사] 전산자산 담당 모집 (신입환영),"유지보수, 정보보안, 네트워크, 총무, 사무보조 외                    수정일 26/05/13",~ 05/28(목)
53874849,경기,(주)라라토이,라라토이 상반기 부문별 채용,"앱개발, 유지보수, 마케팅기획, 마케팅전략, 광고마케팅 외                    등록일 26/05/13",~ 06/12(금)
53874812,경기,(주)코윈디에스티,(인사총무팀) IT/보안 네트워크 담당자 채용,"유지보수, 정보보안, 네트워크, 방화벽, 보안관제 외                    등록일 26/05/13",~ 06/12(금)
53874776,경기,(주)에너시스,(주)에너시스 시험장비 기구설계 연구원 모집,"H/W, 연구원, R&D, 제품설계, 기계설계 외                    등록일 26/05/13",~ 06/12(금)
53866086,경기,(주)에너시스,(주)에너시스 시험장비 S/W 프로그래머 모집,"임베디드, S/W, C#, WPF, 전기 외                    수정일 26/05/13",~ 06/11(목)
53874731,경기,헬리오센(주),헬리오센(주) Unity 기반 3D GIS 개발자 부분 채용,"GIS, C#, Unity, Unity, 3DGIS 외                    등록일 26/05/13",채용시
53874684,경기,닥터파인드,FPGA 회로설계 Medical CBCT HW개발 주임 과장급 치과임플란트,"FPGA, H/W, MCU, 회로설계, 펌웨어 외                    등록일 26/05/13",오늘마감
53874654,경기,(주)화성전기,"[서버, 네트워크, 보안장비] 파주시 교통정보센터 센터시스템 유","유지보수, 정보통신, 설비점검, 유지보수 등록일 26/05/13",~ 06/12(금)
53874655,경기,워크맨그룹 주식회사,[디스플레이/반도체 장비 중견기업] 펌웨어 (F/W) 담당 채용,"펌웨어, MCU, 인터페이스, 회로설계, 헤드헌팅 등록일 26/05/13",~ 06/07(일)
53874604,경기,(주)에너시스,(주)에너시스 시험장비 H/W 엔지니어 모집,"H/W, 설계엔지니어, 제품설계, 기계설계, 기술설계 외                    수정일 26/05/13",~ 06/12(금)
53874221,경기,서울국제학교,외국인학교 정보기술팀 사원 채용[IT 업무 경험자],"네트워크인프라관리, 시스템유지보수, 기타IT업무, 외국인학교 등록일 26/05/13",~ 05/25(월)
53874164,경기,에이이더블유오토모티브시스템즈코리아(유),제어기 Product Engineer 담당자 채용,"개발PM, 기타제조업 수정일 26/05/13",~ 06/12(금)
53874132,경기,(주)상공,[정규직] 경력 PHP 개발자 모집합니다,"백엔드/서버개발, 웹개발, 프론트엔드, DevOps, AI(인공지능) 외                    등록일 26/05/13",~ 06/12(금)
53874023,경기,(주)샘물정보통신,(주)샘물정보통신 백엔드 개발자 경력 채용 공고,"백엔드/서버개발, 유지보수, SI·시스템통합, 소프트웨어개발 수정일 26/05/13",~ 06/12(금)
53873992,경기,에이이더블유오토모티브시스템즈코리아(유),자동차 부품 영업 담당자 채용,"개발PM, 기타제조업 수정일 26/05/13",채용시
53564682,경기,우리산업(주),우리산업(주)  용인연구소 S/W 경력직 채용,"기술지원, 데이터엔지니어, 유지보수, QA/테스터, SE(시스템엔지니어) 외                    수정일 26/05/13",~ 06/07(일)
53813269,경기,(주)투비파트너즈,[파스텍] 펌웨어 개발,"펌웨어, 전기, 전자 수정일 26/05/13",~ 05/22(금)
53873575,경기,아이에프티(주),Java 전환 구축 개발자 (PowerBuilder to Java / 용인 상주),"백엔드/서버개발, SI개발, SI·시스템통합, 시스템관리, 소프트웨어개발 등록일 26/05/13",~ 05/22(금)
53873434,경기,(주)휴넥트,"[판교] HL만도 MES운영팀 인프라,SA담당(서버관리)","Git, 공공기관 수정일 26/05/13",~ 05/28(목)
53873432,경기,(주)서현,2026 서현 IT인프라 부문 경력직 채용,"기술지원, 유지보수, 정보보안, 네트워크, ERP 외                    등록일 26/05/13",~ 05/29(금)
53873346,경기,(주)그린시스템,[품질] H/W S/W QC 신입/경력 사원 채용,"기술지원, 유지보수, QA/테스터, 소프트웨어개발 등록일 26/05/13",~ 06/12(금)
53873311,경기,(주)그린시스템,"[C#, MFC, C++] 소프트웨어 개발자 신입, 경력 채용","C#, C++, Linux, MFC, VisualC·C++ 외                    등록일 26/05/13",~ 07/12(일)
53648232,경기,(주)삼정오토메이션,MS사업부 기술영업 경력직 채용,"기술지원, H/W, S/W, 자동제어 수정일 26/05/13",~ 06/15(월)
53873301,경기,(주)바이텍정보통신,[바이텍정보통신]Solutions Engineer 정규직 채용,"딥러닝, 머신러닝, AI(인공지능), 소프트웨어개발 등록일 26/05/13",채용시
53873214,경기,엑시나(주),엑시나 (주) SoC Silicon Validation Engineer,"검증, 반도체 등록일 26/05/13",~ 06/12(금)
53872878,경기,알에프시스템즈(주),IT ERP 운영 및 개발 담당자 모집,"백엔드/서버개발, 정보보안, IT컨설팅, 네트워크, 기계 외                    등록일 26/05/13",~ 06/12(금)
53786129,경기,에이치원래디오(주),Wi-Fi 소프트웨어 개발자 정규직 경력사원 채용,"네트워크, 솔루션, S/W, C언어, 임베디드리눅스 외                    수정일 26/05/13",~ 06/03(수)
53872784,경기,㈜에스엔정보시스템,"전산(소프트웨어,하드웨어) 유지보수 상주 직원 모집 (수원)","기술지원, 유지보수, 정보보안, Windows, 하드웨어 외                    등록일 26/05/13",~ 06/12(금)
53872779,경기,㈜에스엔정보시스템,전산장비 유지보수 상주 직원 모집 (안성),"기술지원, 유지보수, 정보보안, Windows, 하드웨어 외                    등록일 26/05/13",~ 06/12(금)
53872655,경기,(주) 케인앤클루컨설팅,방열솔루션-생산기술 경력사원 모집,"FPGA, IDC, MCU, S/W, VDI 외                    등록일 26/05/13",~ 05/28(목)
53872654,경기,(주)지에프에스,개발본부 HW 개발자 인력 채용,"H/W, 소방·방재 등록일 26/05/13",채용시
53872648,경기,(주)지에프에스,개발본부 SW 개발자 인력 채용,"S/W, 소방·방재 등록일 26/05/13",채용시
53831504,경기,(주)정데이타시스템,Active Directory 운영 정규직 채용,"ActiveDirectory, SI·시스템통합, NI·네트워크통합, 시스템관리, 소프트웨어개발 외                    수정일 26/05/13",~ 06/07(일)
53872599,경기,슈어소프트테크(주),[슈어소프트테크] 실차 적합성 검증 모빌리티솔루션실 채용,"QA/테스터, 임베디드, S/W, C++, C언어 외                    등록일 26/05/13",~ 06/12(금)
53872586,경기,슈어소프트테크(주),[슈어소프트테크] SW검증 Automotive시스템실 채용,"QA/테스터, 임베디드, S/W, C++, C언어 외                    등록일 26/05/13",~ 06/12(금)
53632066,경기,엔에이치엔클라우드(주),[NHN Cloud]메시지 플랫폼 영업,"클라우드, API, PaaS, SaaS, B2B 외                    수정일 26/05/13",~ 05/31(일)
53872385,경기,(주)카카오뱅크,AI 품질 및 안전성 평가 담당자 (AI Quality&Safety Evaluation),"정보보안, AI(인공지능), 일반은행, 기획, 일반은행 수정일 26/05/13",~ 05/28(목)
53872345,경기,(주) 에스앤피텍,PC유지보수 경력/신입 사원모집(파주사업장),"유지보수, 하드웨어, 유지보수, AS 등록일 26/05/13",~ 06/12(금)
53872291,경기,비전서치,반도체 장비회사 비전vision 개발 pc 제어,"컴퓨터비전, 반도체 등록일 26/05/13",~ 05/22(금)
53850931,경기,(주)인텔리안테크놀로지스,Phased Array Antenna Design,"데이터분석가, 정보통신, 펌웨어, H/W, 아키텍쳐 외                    수정일 26/05/11",~ 06/09(화)
53853226,경기,(주)원익피앤이,F/W개발(MCU) (경력 3~7년),"임베디드, 펌웨어, H/W, 임베디드리눅스, 기계 수정일 26/05/11",~ 06/09(화)
53853243,경기,(주)원익피앤이,회로개발 (경력 8~10년),"임베디드, 펌웨어, H/W, 임베디드리눅스, 기계 수정일 26/05/11",~ 06/09(화)
53852934,경기,(주)퀀터라인,SoC Physical Verification Engineer,"Linux, 설비OP, 공정엔지니어, 기술엔지니어, 설계엔지니어 외                    수정일 26/05/11",~ 06/09(화)
53852821,경기,(주)퀀터라인,SoC Physical Design Engineer,"백엔드/서버개발, Python, 기계조작원, 기술엔지니어, 설계엔지니어 외                    수정일 26/05/11",~ 06/09(화)
53853237,경기,(주)원익피앤이,회로개발 (경력 11~15년),"임베디드, 펌웨어, H/W, 임베디드리눅스, 기계 수정일 26/05/11",~ 06/09(화)
53852005,경기,인포그램(주),SKHy SW개발 P/J(20년↓),"웹개발, C#, Java, React, SpringBoot 외                    수정일 26/05/11",~ 06/09(화)
53852967,경기,(주)퀀터라인,SoC Physical Design/Imp Engineer,"백엔드/서버개발, 프론트엔드, 쉘스크립트, Python, 설계엔지니어 외                    수정일 26/05/11",~ 06/09(화)
53853288,경기,(주)원익피앤이,회로개발 (경력 3~7년),"임베디드, 펌웨어, H/W, 임베디드리눅스, 기계 수정일 26/05/11",~ 06/09(화)
53853209,경기,(주)원익피앤이,F/W개발(MCU) (경력 8~10년),"임베디드, 펌웨어, H/W, 임베디드리눅스, 기계 수정일 26/05/11",~ 06/09(화)
53853189,경기,(주)원익피앤이,F/W개발(MCU) (경력 11~15년),"임베디드, 펌웨어, H/W, 임베디드리눅스, 기계 수정일 26/05/11",~ 06/09(화)
53853259,경기,아이디어2마켓주식회사,"의료기기 개발, 아두이노 개발자","웹개발, 웹마스터, S/W, 라즈베리파이, C++ 외                    수정일 26/05/11",~ 06/09(화)
53851014,경기,(주)인텔리안테크놀로지스,평택연구소 안테나측청,"H/W, 기타제조업 수정일 26/05/11",~ 06/09(화)
53848031,경기,(주)이우소프트,사업 운영 담당자 (3년 이상),"개발PM, SI·시스템통합, 소프트웨어개발 수정일 26/05/11",~ 06/09(화)
53852037,경기,인포그램(주),SKHy SW개발 P/J(4년↑),"웹개발, C#, Java, React, SpringBoot 외                    수정일 26/05/11",~ 06/09(화)
53852033,경기,인포그램(주),SKHy SW개발 P/J(10년↑),"웹개발, C#, Java, React, SpringBoot 외                    수정일 26/05/11",~ 06/09(화)
53853145,경기,(주)원익피앤이,제어설계 경력직 채용 [본사],"알고리즘, 설비OP, 설계엔지니어, 기술설계, 생산설계 외                    수정일 26/05/11",~ 06/09(화)
53844247,경기,(주)휴먼컨설팅그룹,e-HR 시스템 (JaDE) 풀스택 개발자,"백엔드/서버개발, CSS, HTML, Javascript, jQuery 외                    수정일 26/05/11",~ 06/09(화)
53833002,경기,하마랩(주),Back-End 경력사원 채용,"백엔드/서버개발, 소프트웨어개발 수정일 26/05/11",~ 06/09(화)
53834648,경기,(주)모비젠,웹 개발자 채용 (정규직),"백엔드/서버개발, 웹개발, 웹마스터, 프론트엔드, 반응형웹 외                    수정일 26/05/11",~ 05/31(일)
53746033,경기,(주)에이티센스,[ATsens] 중앙연구소 R&D 채용,"유지보수, SE(시스템엔지니어), 알고리즘, 인프라, 임베디드 외                    수정일 26/04/29",~ 05/28(목)
53647827,경기,(주)성산전자통신,[연구부문] RF·FPGA·기구설계 채용,"SE(시스템엔지니어), 임베디드, 정보통신, MCU, C++ 외                    수정일 26/04/30",오늘마감
53750115,경기,(주)피아이이,㈜피아이이 상반기 각 부문 공개채용,"기술지원, 데이터분석가, 데이터엔지니어, 앱개발, 유지보수 외                    수정일 26/04/30",~ 05/31(일)
53750281,경기,삼지전자(주),생산기술팀/제조팀 채용,"기술지원, 유지보수, 정보통신, H/W, S/W 외                    수정일 26/05/01",~ 06/30(화)
53760535,경기,(주)한신,2026년 수시채용,"기술지원, 감사, 기업회계, 세무회계, 예산관리 외                    수정일 26/05/11",내일마감
53869805,경기,(주)먹깨비,공공배달앱(주)먹깨비 개발직군(PHP) 채용,"Flutter, Java, MySQL, PHP, React 외                    등록일 26/05/12",~ 06/11(목)
53868971,경기,파워피플컨설팅,기술지원(전기관련 자격증 보유자),"기술지원, 유지보수, A/S기사, 헤드헌팅 등록일 26/05/12",~ 05/27(수)
53868891,경기,파워피플컨설팅,"기술지원(전자,전기,기계,계측,메카트로닉스 학과)","기술지원, 유지보수, A/S기사, 헤드헌팅 등록일 26/05/12",~ 05/27(수)
53470874,경기,(주)우경이엠씨,정보통신 유지보수 및 성능점검 경력자 모집(의정부 근무),"정보통신, 통신공사, 통신설비, 안전관리, 시설 수정일 26/05/12",채용시
53843044,경기,(주)실리콘투,[실리콘투] AWS 클라우드 보안 엔지니어,"정보보안, 클라우드, DevOps, AWS, 유통업 수정일 26/05/11",상시채용
53868063,경기,(주)모스원,신입 3년이내  Inside Sales Engineer-안정적 외국계기업,"기술지원, 영업관리, 영업지원, 해외영업관리, 해외영업지원 외                    등록일 26/05/12",채용시
53867938,경기,(주)코리아휴먼리소시스,[판교 IT기업] AI 플랫폼 DevOps 엔지니어 채용 - 11년이하,"DevOps, 소프트웨어개발 등록일 26/05/12",~ 05/22(금)
53867898,경기,(주)오앤씨테크,보안 출입통제 시스템 SW 개발 및 운영 담당자,"기술지원, 백엔드/서버개발, 유지보수, SI개발, 정보통신 외                    등록일 26/05/12",~ 07/11(토)
53867880,경기,(주)코리아휴먼리소시스,[판교 IT기업] 데이터 엔지니어 채용 - 11년이하,"데이터엔지니어, 소프트웨어개발 등록일 26/05/12",~ 05/22(금)
53867758,경기,(주)키스템프그룹,"[과천/연-8,500만] IT솔루션 기업 - 클라우드(WAS/APM)","네트워크, 데이터시각화, 모델링, 미들웨어, 반응형웹 외                    등록일 26/05/12",~ 05/27(수)
53867743,경기,(주)키스템프그룹,[의왕] 철도 통신 - 유지보수/현장 신호시스템 설치 정규직,"기술지원, 유지보수, SE(시스템엔지니어), 시공관리자, 시공기사 외                    등록일 26/05/12",~ 05/27(수)
53867735,경기,(주)인피아드,[경력] JAVA 앱(APP) 백엔드 개발자 모집,"백엔드/서버개발, 앱개발, 웹개발, SI개발, 인프라 외                    등록일 26/05/12",채용시
53867704,경기,범한유니솔루션(주),)[평택/이차전지] 전기차충전기 F/W개발 경력 채용(대리~과장급),"기술지원, 데이터엔지니어, 유지보수, 정보보안, 임베디드 외                    수정일 26/05/12",~ 06/11(목)
53867695,경기,(주)포비콘,[판교][스타트업] Computer Vision SW Engineer(AI),"백엔드/서버개발, 딥러닝, 머신러닝, 알고리즘, 영상처리 외                    등록일 26/05/12",~ 06/11(목)
53867637,경기,모맨틱,[모맨틱] 개발자 채용 모집,"기술지원, 백엔드/서버개발, 유지보수, 프론트엔드, API 외                    등록일 26/05/12",~ 06/11(목)
53855255,경기,주식회사 지앤이원,주식회사 지앤이원 GIS·데이터 분석 및 보고서 작성 경력 채용 공고,"QGIS, 문서작성, Excel, PowerPoint, 토목회사 수정일 26/05/12",~ 06/10(수)
53867554,경기,(주)싸인텔레콤,교통 ITS 사업관리 신입 및 경력사원 채용,"영상처리, 인프라, 자율주행, 정보통신, H/W 외                    등록일 26/05/12",채용시
53757365,경기,(주)맨파워그룹코리아,[안산] 유명 글로벌 코스메틱 E사 Logistics Assist / SCM관리,"SAP, KPI관리, 구매관리, 물류관리, 물류사무원 외                    수정일 26/05/12",채용시
53763041,경기,(주)케이티아이에스,[김포/평택/창원] 대형유통회사 IT 인프라 운영 담당 채용,"기술지원, 데이터분석가, 데이터엔지니어, 보안컨설팅, 웹마스터 외                    수정일 26/05/12",채용시
53749165,경기,주식회사 글로벌테크놀로지,정부과제 수행,"기술지원, 반도체, IC설계, 디스플레이 수정일 26/05/12",~ 05/28(목)
53867350,경기,파워피플컨설팅,"기술지원(발전소,overhaul)","기술지원, 유지보수, A/S기사, 헤드헌팅 등록일 26/05/12",~ 05/27(수)
53867344,경기,파워피플컨설팅,"기술지원(발전소,오버홀)","기술지원, 유지보수, A/S기사, 헤드헌팅 등록일 26/05/12",~ 05/27(수)
53867333,경기,파워피플컨설팅,"기술지원(발전소,신입&경력)","기술지원, 유지보수, A/S기사, 헤드헌팅 등록일 26/05/12",~ 05/27(수)
53867324,경기,파워피플컨설팅,"기술지원(화력발전소,신입&경력)","기술지원, 유지보수, A/S기사, 헤드헌팅 등록일 26/05/12",~ 05/27(수)
53842617,경기,(주)코게이트,AI 전문가 (교육 후 직무 배치),"AI(인공지능), SI·시스템통합 수정일 26/05/11",~ 06/09(화)
53867283,경기,스페셜성형외과의원,(안양/주5일) 스페셜성형외과 마케팅 영상촬영/편집 팀원 모집,"영상처리, 의료영상, 영상디자이너, 영상제작, 영상편집 외                    등록일 26/05/12",~ 06/11(목)
53867224,경기,(주)딥엑스,IT 인프라 및 업무시스템 운영 담당,"보안컨설팅, 정보보안, 인프라, ERP, 아키텍쳐 외                    등록일 26/05/12",~ 06/11(목)
53867217,경기,가온그룹(주),[KAON] 가온그룹 셋톱박스 Loader 개발자 채용,"정보보안, Android, C언어, Linux, CAS 외                    수정일 26/05/12",~ 06/19(금)
53867161,경기,(주)에이치알라인,[반도체기업] Embedded Linux & Android BSP 개발 (대리-차장),"Android, 임베디드리눅스, 헤드헌팅 등록일 26/05/12",채용시
53817685,경기,(주)웹젠,[웹젠크레빅스] 2026년 게임개발 수시채용,"게임개발, 백엔드/서버개발, AWS, C#, C++ 외                    수정일 26/05/12",~ 06/30(화)
53866984,경기,(주)원영아이앤씨,평택 삼성전자 사내  네트워크 설치 공사 및 공사 인원 모집,"네트워크, 정보통신, 케이블설치, 통신공사, AP설치 외                    등록일 26/05/12",~ 07/11(토)
53866978,경기,주식회사플랫파이브,.NET 포탈 개발자 모셔요,"백엔드/서버개발, 웹개발, 프론트엔드, SI개발, .NET 외                    등록일 26/05/12",~ 06/11(목)
53866920,경기,(주)동우지씨에스,"(주)동우GCS 신입, 경력 채용 PLC, HMI엔지니어 (용인)","기술지원, 백엔드/서버개발, plc, HMI, 자동제어 외                    수정일 26/05/12",~ 06/11(목)
53852991,경기,(주)시스원,(주)시스원에서 OA 컴퓨터 및 인프라 운영 담당자를 찾고 있어요,"기술지원, 보안, 방화벽, 네트워크보안, 정보보안 외                    수정일 26/05/12",~ 06/10(수)
52801745,경기,(주)웨스트월드,(주)웨스트월드 기술연구소 VFX 인프라 시스템 구축 및 서비스 Application 운영,"SE(시스템엔지니어), 네트워크, 인프라, CentOS, Linux 외                    수정일 26/05/12",채용시
53775175,경기,(주)샐러드판다,식품제조회사 디자이너 채용공고,"CSS, FLEX, HTML, 그래픽디자인, 시각디자인 외                    수정일 26/05/12",~ 05/27(수)
53866404,경기,(주)삼일아엔씨,현대모비스 마북 IT Helpdesk 직원 모집,"기술지원, 유지보수, 통신 등록일 26/05/12",~ 06/11(목)
53866340,경기,(주)유니트론아이에스,SK EAI (JAVA) 시스템 개발,"Java, OracleDB, PostgreSQL, EAI, MQ 외                    등록일 26/05/12",~ 06/11(목)
53866337,경기,(주)에스씨엔터테인먼트,[주식챔피언] 전산개발팀 채용,"앱개발, 웹개발, API, 컨텐츠제공 등록일 26/05/12",채용시
53866286,경기,어니컴(주),[용산/수원/영통] [경력직] 내비게이션/버티컬 서비스 QA 채용,"QA/테스터, SQA, 솔루션업체 수정일 26/05/12",~ 06/11(목)
53866205,경기,(주)세종아이티엘,[과천 상주] 네트워크엔지니어 경력직 채용,"기술지원, 유지보수, 정보보안, SE(시스템엔지니어), 네트워크 외                    등록일 26/05/12",~ 05/31(일)
53866039,경기,IT BLUE,[대기업 프로젝트] Java·JavaScript 중/고급 개발자 모집(화성),"Java, Javascript, IT·통신기기판매 수정일 26/05/12",~ 06/11(목)
53578738,경기,(주)사람인에이치에스,[글로벌화학사/판교/영어가능자] 외국계 Sr.Financial Analyst,"IT컨설팅, 솔루션, AI(인공지능), SaaS, AI(인공지능) 외                    수정일 26/05/12",채용시
53865728,경기,하나시스템,"[VAN / PG] POS / 결제시스템 서비스 가맹점, 대리점 영업담당","기술지원, 유지보수, 통신 등록일 26/05/12",~ 06/11(목)
53865711,경기,메가존소프트(주),GCP Billing(매출관리) 담당자 채용,"빌링, 전산회계, 계산서발행, 관리회계, 전표입력 외                    수정일 26/05/12",상시채용
53865705,경기,(주)브라이센코리아,웹개발(Java/spring) 채용 AWS/Cloud 환경 SI 개발 (경력),"웹개발, 클라우드, AWS, 솔루션업체 등록일 26/05/12",채용시
53865656,경기,(주)와이피엘,(주)와이피엘 (용인공원) 서비스기획팀 경력 기획자 채용,"앱개발, 온라인마케팅, 퍼포먼스마케팅, 광고대행사 등록일 26/05/12",~ 07/11(토)
53865604,경기,(주)프로써치코리아,Windows 키오스크 서비스를 개발자,"API, S/W, Windows, 인터페이스, C++ 외                    등록일 26/05/12",채용시
53865591,경기,(주)오토소프트,차량용 AVN 기능 검증 및 정기 업데이트 업무 대응 인원 채용,"기술지원, QA/테스터, S/W, SI·시스템통합, 시스템관리 외                    등록일 26/05/12",채용시
53865510,경기,코츠테크놀로지(주),[과천/코스닥] HW 시스템 설계 및 개발 채용,"네트워크, 임베디드, FPGA, H/W, MCU 외                    수정일 26/05/12",~ 06/11(목)
