공고번호,지역,회사명,공고제목,기술스택/분야,마감일
53829220,서울,(주)앳홈,개인정보보호 리드,"정보보안, 판매 수정일 26/05/15",채용시
53902428,서울,레코피스(주),[을지로3가역 인근] SK m&service PC 및 주변기기 유지보수,"기술지원, 유지보수, 트러블슈팅, H/W, S/W 외                    등록일 26/05/15",~ 05/27(수)
53902381,서울,레코피스(주),[보라매병원역] SK텔레콤 PC 및 주변기기 유지보수,"유지보수, H/W, S/W, 정비기사, A/S기사 외                    등록일 26/05/15",~ 05/27(수)
53902372,서울,레코피스(주),[을지로입구역] SK텔레콤 본사 PC 및 주변기기 유지보수,"유지보수, H/W, S/W, 정비기사, A/S기사 외                    등록일 26/05/15",~ 05/29(금)
53902287,서울,퍼스트브레인INT,"Wanted : 세일즈포스 PM, 빅데이터 기술로 DX를 선도하는 기업","DBA, DBMS, DW, AWS, 마케팅기획 외                    등록일 26/05/15",~ 05/30(토)
53902275,서울,퍼스트브레인INT,Artova 및 신규 AI 서비스 기획자,"AI(인공지능), GCP, SaaS, 서비스기획, PM(프로젝트매니저) 외                    등록일 26/05/15",~ 05/30(토)
53854657,서울,(주)이노버스,(주)이노버스 백엔드 개발자 인턴 채용,"백엔드/서버개발, 모바일APP 수정일 26/05/15",~ 06/10(수)
53902261,서울,퍼스트브레인INT,"Wanted: AI 에이전트 백엔드 개발자( RAG, 벡터DB 구축 )","백엔드/서버개발, DBA, API, AI(인공지능), PostgreSQL 외                    등록일 26/05/15",~ 05/30(토)
53902243,서울,(주)아이엔에스시스템,"보안 솔루션 운영 담당자 채용 (사원, 대리급)","정보보안, 네트워크, 방화벽, 솔루션, 인프라 외                    등록일 26/05/15",~ 05/25(월)
53902190,서울,퍼스트브레인INT,"Wanted: 클라우드 엔지니어, 구글 프리미어파트너인  DX선도기업","데이터엔지니어, 클라우드, GCP, Python, 솔루션업체 외                    등록일 26/05/15",~ 05/30(토)
53902162,서울,퍼스트브레인INT,"Wanted : AI 에이전트 백엔드 개발자, DX를 선도하는 기업","백엔드/서버개발, DBA, API, DBMS, AI(인공지능) 외                    등록일 26/05/15",~ 05/30(토)
53902161,서울,(주)트랜스코스모스코리아,[트랜스코스모스] 당사 CX개발부 개발자 모집 (신입가능),"웹개발, 정보통신, Java, JSP, AICC 외                    등록일 26/05/15",~ 05/31(일)
53902125,서울,(주)제로,[종로]야간 보안 솔루션 및 인프라 장비 관제 경력사원 모집,"기술지원, 보안컨설팅, SE(시스템엔지니어), 네트워크, 솔루션 외                    수정일 26/05/15",~ 06/14(일)
53902048,서울,(학)정화예술대학,정화예술대학교 전산정보실 조교 채용,"SE(시스템엔지니어), 네트워크, 사무보조, 조교, 교육기관 외                    등록일 26/05/15",~ 06/14(일)
53902015,서울,(주)누리앱,[웹개발] JAVA 신입 개발자 (SI/SM 1팀),"백엔드/서버개발, 웹개발, 프론트엔드, Java, React 외                    등록일 26/05/15",~ 06/14(일)
53902013,서울,(주)프로써치코리아,Top-tier금융사 정보전략팀 IT담당 과장급,"유지보수, IT컨설팅, AI(인공지능), 부동산투자, 부동산운용 외                    등록일 26/05/15",채용시
53901986,서울,엠아이큐브솔루션(주),[엠아이큐브솔루션] SW 개발자 채용 (수원 근무),"유지보수, SI개발, .NET, C#, MSSQL 외                    등록일 26/05/15",~ 07/14(화)
53901985,서울,(주)프로써치코리아,Top-tier부동산금융사 리츠투자부문 국내부동산투자 및 개발담당,"기술지원, 데이터엔지니어, IT컨설팅, ICT컨설팅, 인프라 외                    등록일 26/05/15",채용시
53901963,서울,(주)제이원아이티,정보보안 컨설팅 인력 채용(5개월 계약직/서울),"데이터분석가, 보안컨설팅, 정보보안, 네트워크, 보안 외                    수정일 26/05/15",~ 06/14(일)
53901938,서울,닥터파인드,[긴급]자동차부품대기업 IT개발(AI컨설턴트) 과장 차장,"솔루션, 정보통신, IT컨설팅, 자동차, 자동차부품 등록일 26/05/15",~ 05/25(월)
53901928,서울,켐아이넷(주),[정규직] 전자정부표준프레임워크 기획개발자(기발자) 모집,"개발PM, KMS, DBMS, 시스템관리, 솔루션업체 수정일 26/05/15",~ 06/14(일)
53901896,서울,(주)엑셀리언트,"(삼성동) 웹 데이터 분석, 컨설팅 모집 (신입, 경력)","데이터분석가, 데이터시각화, MySQL, PL/SQL, SQL 외                    등록일 26/05/15",~ 06/14(일)
53901891,서울,(주)포스밴코,(주)포스밴코 카드단말기 가맹점관리 원격AS응대 채용 공고,"유지보수, 통신 등록일 26/05/15",~ 06/14(일)
53901889,서울,(주)에코써치,외국계 T&M 계측기업  SW개발(LABVIEW) & HW설계 각각 채용,"H/W, S/W, 기계 수정일 26/05/15",~ 06/14(일)
53901888,서울,(주)에이치앤엠,[여의도] 금융권 상주운영 DBA(고급) 채용,"DBA, 시스템관리, SM 등록일 26/05/15",~ 06/14(일)
53901876,서울,뉴로엔(주),정신건강 의료 분야 AI  개발팀 채용공고,"백엔드/서버개발, 웹개발, 데이터라벨링, 클라우드, AI(인공지능) 외                    등록일 26/05/15",~ 06/14(일)
53901869,서울,(주)에이치알원컨설팅,IT 정보보안 경력자 (리더급)-디지털 자산 플랫폼 선두기업,"보안컨설팅, 정보보안, IT컨설팅, 모의해킹, 블록체인 외                    등록일 26/05/15",채용시
53901866,서울,(주)에스앤디솔루션,[채용]PostgreSQL/Oracle DBA 채용(신입/경력)(서울),"DBA, OracleDB, PostgreSQL, IT컨설팅, Oracle 외                    등록일 26/05/15",~ 06/14(일)
53901857,서울,(주)에이치알원컨설팅,IT 보안 경험자 (팀원급)-디지털 자산 플랫폼 선두기업,"보안컨설팅, 정보보안, IT컨설팅, 모의해킹, 블록체인 외                    등록일 26/05/15",채용시
53901838,서울,(주)유니코써치,[대기업 IT 자회사] 데이터 거버넌스 전문가 데이터 표준화,"데이터분석가, 데이터엔지니어, IT컨설팅, 데이터라벨링, 데이터마이닝 외                    등록일 26/05/15",~ 05/30(토)
53901835,서울,(주)에이치알원컨설팅,데이터 분석 경력자 (총괄 리더)-국내 핀테크 유니콘 기업,"데이터분석가, 데이터엔지니어, 데이터라벨링, 데이터마이닝, 데이터시각화 외                    등록일 26/05/15",채용시
53901833,서울,에스피테크놀러지(주),웹어플리케이션 화면 개발 및 운영,"미들웨어, RDBMS, Android, C#, C++ 외                    등록일 26/05/15",채용시
53901780,서울,아도바(주),[아도바 주식회사] Mid-level Golang Engineer 채용,"클라우드, Docker, GoLang, Linux, PostgreSQL 외                    수정일 26/05/15",~ 06/30(화)
53901770,서울,(주)론스텍,"(주)론스텍  웹방화벽, 네트워크(L4/L7 Switch) 엔지니어 모집","기술지원, 보안컨설팅, 정보보안, 네트워크, 모의해킹 외                    등록일 26/05/15",~ 06/14(일)
53607831,서울,(주)론스텍,"(주)론스텍 IT 인프라 솔루션 엔지니어 채용 (ADC, L2/L3)","기술지원, 보안컨설팅, 정보보안, 네트워크, 모의해킹 외                    수정일 26/05/15",~ 06/12(금)
53901743,서울,아도바(주),[아도바 주식회사] Senior Golang Engineer 채용,"클라우드, DevOps, Docker, GoLang, Kafka 외                    수정일 26/05/15",~ 06/30(화)
53901701,서울,(주)본느,[BONNE] 상장사 AI 비즈니스 자동화,"기술지원, 데이터엔지니어, 보안컨설팅, 유지보수, 정보보안 외                    등록일 26/05/15",~ 06/14(일)
53901628,서울,에이치알포유(주),에어컨 중견기업 ㅣ정보전략 담당,"IT컨설팅, DBMS, ERP, RDBMS, SAP 외                    등록일 26/05/15",~ 05/30(토)
53892872,서울,(주)앳홈,글로벌 퍼포먼스 마케터,"데이터마이닝, SNS마케팅, 글로벌마케팅, 디지털마케팅, 모바일마케팅 외                    수정일 26/05/15",~ 06/12(금)
53901612,서울,(주)선영네트웍스,"[선영네트웍스] PC 납품, 설치, 유지보수 [신입/경력 모집]","기술지원, 유지보수, 솔루션, 트러블슈팅, H/W 외                    등록일 26/05/15",~ 06/14(일)
53768755,서울,(주)골프존,[골프존] 시스템엔지니어 운영 담당자,"인프라, 클라우드, IDC, 게임개발, 게임기획·마케팅 외                    수정일 26/05/15",채용시
53901585,서울,(주)벡스,BECS 연구소 펌웨어 개발자 모집,"펌웨어, MCU, RTOS, C언어, 펌웨어 외                    등록일 26/05/15",~ 07/14(화)
53901556,서울,에이치알포유(주),로봇 전문 성장기업 I 로봇(휴머노이드) 엔지니어,"데이터엔지니어, SE(시스템엔지니어), 로봇엔지니어, 로봇설계, BI 엔지니어 외                    등록일 26/05/15",~ 05/26(화)
53901541,서울,에이치알포유(주),"로봇 전문 성장기업 I 로봇 HW, SW 엔지니어","데이터엔지니어, SE(시스템엔지니어), 로봇엔지니어, 로봇설계, BI 엔지니어 외                    등록일 26/05/15",~ 05/26(화)
53901504,서울,에이치알포유(주),로봇 전문 스타트업 I 인공지능(AI) 엔지니어,"데이터엔지니어, SE(시스템엔지니어), AI(인공지능), 로봇엔지니어, 로봇설계 외                    등록일 26/05/15",~ 05/26(화)
53901500,서울,에이치알포유(주),로봇 전문 성장기업 I 내비게이션(Navi) 엔지니어,"데이터엔지니어, SE(시스템엔지니어), AI(인공지능), 로봇엔지니어, 로봇설계 외                    등록일 26/05/15",~ 05/26(화)
53901490,서울,(주)엔엑스,신재생에너지 영업 경력 [서울],"데이터분석가, 데이터엔지니어, 데이터마이닝, 데이터시각화, SAS 외                    등록일 26/05/15",~ 06/14(일)
53901476,서울,주식회사 핀텔,(주)핀텔 전문연구요원 채용공고 (개발/연구기획/제품기획),"솔루션, AI(인공지능), C#, C++, C언어 외                    등록일 26/05/15",~ 06/14(일)
53901454,서울,(주)커리어라이즈,[초우량 반도체 기업] SSD Firmware Engineer,"임베디드, 펌웨어, 헤드헌팅 등록일 26/05/15",~ 05/30(토)
53901447,서울,(주)커리어라이즈,[초우량 반도체 기업] PCle Engineer,"QA/테스터, 임베디드, 펌웨어, 반도체, 개발PM 외                    등록일 26/05/15",~ 05/30(토)
53901435,서울,(주)커리어라이즈,[초우량 반도체 기업] SSD Simulator Software 개발,"S/W, 반도체 등록일 26/05/15",~ 05/30(토)
53901391,서울,(주)커리어라이즈,[초우량 반도체 기업] SSD Firmware Validation Engineer,"QA/테스터, 반도체 등록일 26/05/15",~ 05/30(토)
53901354,서울,(주)커리어라이즈,[초우량 반도체 기업] SSD Validation Engineer (성능 검증),"QA/테스터, 반도체 등록일 26/05/15",~ 05/30(토)
53901339,서울,(주)모든오피스,사무용품 전문업체 - 온라인 오픈마켓 관리직 모집,"검색엔진, 네트워크, 온라인MD, AMD, 쇼핑몰 외                    등록일 26/05/15",~ 06/14(일)
53901319,서울,(주)커리어라이즈,[초우량 반도체 기업] 반도체 Engineer (전문연구요원),"임베디드, 펌웨어, 헤드헌팅 등록일 26/05/15",~ 05/30(토)
53901314,서울,(주)커리어라이즈,[초우량 반도체 기업] 반도체 Engineer (석/박사 신입 채용),"임베디드, 펌웨어, 헤드헌팅 등록일 26/05/15",~ 05/30(토)
53707612,서울,(주)와이즐리컴퍼니,[품질팀] 성과품질(PQ) 담당자(인턴/정규직 전환형),"데이터분석가, 데이터엔지니어, 품질검사원, 품질분석, 리테일MD 외                    수정일 26/05/15",~ 05/31(일)
53194838,서울,(주)뤼튼테크놀로지스,Security Research Engineer,"데이터엔지니어, 앱개발, 웹개발, SE(시스템엔지니어), IT컨설팅 수정일 26/05/15",~ 05/31(일)
53736859,서울,(주)콜게이트,[보이는ARS콜게이트] JAVA 웹 개발 신입/경력(10년이하),"네트워크, 솔루션, SDK, Android, AWS 외                    수정일 26/05/15",~ 06/26(금)
53872665,서울,(주)콜게이트,[보이는ARS콜게이트] JAVA 웹 개발 경력,"네트워크, 솔루션, SDK, Android, AWS 외                    수정일 26/05/15",~ 06/27(토)
53901106,서울,(주)왈츠시스템즈,[좋은 사람 찾습니다]/ 컴퓨터 기술지원 엔지니어 채용-종로,"기술지원, 유지보수, 기계수리, CS관리, PM(프로젝트매니저) 외                    등록일 26/05/15",~ 06/14(일)
53901103,서울,자바스서치주식회사,Solutions Architect (FDSE) 리드,"SI개발, 솔루션업체 등록일 26/05/15",~ 05/30(토)
53901101,서울,자바스서치주식회사,고객사 온프레미스 엔지니어,"SE(시스템엔지니어), 솔루션업체 등록일 26/05/15",~ 05/30(토)
53194484,서울,(주)뤼튼테크놀로지스,AX Agent Developer,"백엔드/서버개발, 웹개발, AI(인공지능), Node.js, Python 수정일 26/05/15",~ 05/31(일)
53901069,서울,HR컨설팅(주),1.프론트엔드개발자  2.백엔드개발자  (IT 기업- 대기업),"백엔드/서버개발, 프론트엔드, SI·시스템통합 등록일 26/05/15",~ 06/10(수)
53900994,서울,(주)다윈케이에스,C#/.NET 개발자(신입) 모집합니다.,"백엔드/서버개발, 소프트웨어개발 수정일 26/05/15",~ 06/14(일)
53719665,서울,디딤(주),프로젝트 수행 및 지원 채용,"클라우드, 사업관리, 소프트웨어개발 수정일 26/05/15",~ 06/23(화)
53900942,서울,뉴로핏(주),의영상 연구원/AI Engineer/Medical Imaging Engineer 모집,"딥러닝, 모델링, 영상처리, 이미지프로세싱, AI(인공지능) 외                    등록일 26/05/15",~ 06/14(일)
53900916,서울,(주)비에이블컨설팅그룹,[IT솔루션전문기업] 보안 엔지니어,"보안컨설팅, 정보보안, 보안관제, 보안, 방화벽 외                    등록일 26/05/15",~ 05/30(토)
53900838,서울,헤니앤머코이,IT Manager - 외국계 제약회사,"기술지원, 유지보수, SE(시스템엔지니어), Windows, 의약·제약 등록일 26/05/15",~ 05/30(토)
53900822,서울,(주)엠클라우독,SW품질보증 엔지니어 채용,"기술지원, 웹개발, 웹마스터, 유지보수, 정보보안 외                    수정일 26/05/15",~ 05/31(일)
53900816,서울,미스터블루(주),정보보안 담당자 채용 (정규직),"정보보안, 컨텐츠제공, 인터넷만화 수정일 26/05/15",~ 06/14(일)
53900800,서울,(주)인코리아 프로페셔널(In Korea Professional),시니어 프론트엔드 엔지니어,"프론트엔드, SI·시스템통합, 솔루션업체 등록일 26/05/15",~ 05/30(토)
53900795,서울,(주)인코리아 프로페셔널(In Korea Professional),시니어 클라우드 풀스택 엔지니어,"클라우드, SI·시스템통합, 솔루션업체 등록일 26/05/15",~ 05/30(토)
53900788,서울,(주)인코리아 프로페셔널(In Korea Professional),시니어 인프라 네트워크 엔지니어,"네트워크, 아키텍쳐, SI·시스템통합, 솔루션업체 등록일 26/05/15",~ 05/30(토)
53900783,서울,(주)인코리아 프로페셔널(In Korea Professional),시니어 인프라 시스템 엔지니어,"인프라, SI·시스템통합, 솔루션업체 등록일 26/05/15",~ 05/30(토)
53900778,서울,(주)인코리아 프로페셔널(In Korea Professional),시니어 백엔드 엔지니어 (Python),"백엔드/서버개발, SI·시스템통합, 솔루션업체 등록일 26/05/15",~ 05/30(토)
53844429,서울,에이치알포유(주),[방산업체] 기계/회로/모터설계/HW.SW.FW,"임베디드, H/W, S/W, 제품설계, 기계설계 외                    수정일 26/05/15",~ 05/26(화)
53900744,서울,(주)인코리아 프로페셔널(In Korea Professional),글로벌 대기업 메디컬 AI 개발부문 리더,"CTO, PM(프로젝트매니저), 개발PM, 의료기기 등록일 26/05/15",채용시
53892831,서울,(주)와이어트,AI 자동화 엔지니어(Agent Engineer),"데이터분석가, 데이터엔지니어, ERP, AI(인공지능), PL/SQL 외                    수정일 26/05/15",~ 06/12(금)
53888866,서울,(주)한국미스미,㈜한국미스미 ME사업부 EC개발자 채용 (정규직),"AI(인공지능), MSSQL, MySQL, NoSQL, PL/SQL 외                    수정일 26/05/14",~ 05/29(금)
53540838,서울,(주)폼즈,[사업확대/성별무관] A/S 엔지니어 신입 및 경력 채용,"유지보수, 문서작성, 사무보조, 사무행정, 전산총무 외                    수정일 26/05/15",~ 06/05(금)
53900637,서울,HR컨설팅(주),유망기업 개발자 모집 (신입/경력 2명 채용),"데이터엔지니어, 백엔드/서버개발, 전자상거래 등록일 26/05/15",~ 05/30(토)
53900620,서울,에이치알포유(주),[글로벌 자동차부품 중견기업] AI 분야 컨설턴트 (10~20년),"IT컨설팅, ERP, SAP, AI(인공지능), 자동화설계 외                    수정일 26/05/15",~ 05/22(금)
53900618,서울,커리어커넥트(주),대형저축은행 AX혁신팀원 (금융업 AI관련 전략수립/사업기획),"AI(인공지능), 사업기획, 서비스기획, IT컨설팅, 저축은행 등록일 26/05/15",~ 05/30(토)
53900612,서울,커리어커넥트(주),대형저축은행 IT기획팀원 (금융업 IT전략수립 경력자),"IT컨설팅, 서비스기획, IT컨설팅, 트렌드분석, 저축은행 등록일 26/05/15",~ 05/30(토)
53900609,서울,커리어커넥트(주),대형저축은행 IT개발팀원 (금융권 여신업무 JAVA 개발자),"웹개발, 프론트엔드, Java, JSP, 저축은행 등록일 26/05/15",~ 05/30(토)
53900605,서울,커리어커넥트(주),대형저축은행 IT정보보호팀원 (금융권/전자금융거래법 경력자),"정보보안, 저축은행 등록일 26/05/15",~ 05/30(토)
53900591,서울,에이스헬스케어(주),에이스헬스케어(주) FW 개발자 채용,"임베디드, 펌웨어, H/W, MCU, C언어 외                    등록일 26/05/15",~ 06/14(일)
53768137,서울,퍼솔코리아(유),[외국계 명품사/시청역]Information Security Coordinator,"기술지원, 유지보수, 정보보안, 보안관제, 아웃소싱 외                    수정일 26/05/15",채용시
53485861,서울,(주)온택트헬스,심장초음파사(소노그래퍼) 경력사원 채용,"빅데이터, AI(인공지능), 간호사, 방사선사, 임상병리사 외                    수정일 26/05/15",~ 05/30(토)
53900515,서울,굿커리어,CS 엔지니어/반도체계측장비/5~13년/해외유명장비국내대리점,"유지보수, 기술영업, 기술엔지니어, 서치펌, 헤드헌팅 등록일 26/05/15",~ 05/28(목)
53733598,서울,(주)애드,애드(addd) 컴퓨터비전 엔지니어 모집,"딥러닝, 영상처리, 컴퓨터비전, Pytorch, Tensorflow 외                    수정일 26/05/15",~ 05/22(금)
53900351,서울,주식회사시큐파이드(Secufide),개인정보 및 정보보호 컨설팅 경력 인력 채용,"보안컨설팅, 정보보안, 모의해킹, 취약점진단, 보안컨설팅 외                    등록일 26/05/15",~ 07/14(화)
53887508,서울,(주)제논,[인공지능솔루션] AI Engineer(Agent개발),"데이터엔지니어, 딥러닝, 머신러닝, 모델링, 솔루션 외                    수정일 26/05/15",~ 07/13(월)
53773346,서울,(주)키스템프그룹,[성동구/정규직]유명 뷰티(기초 화장품) 브랜드사 웹디자이너,"Javascript, CD(크리에이티브디렉터), 광고디자인, 그래픽디자인, 시각디자인 외                    수정일 26/05/15",~ 05/22(금)
53900008,서울,엔터웨이파트너스,영상의료기기 소프트웨어 개발자-소형 내시경 의료기기 수입/제,"기술지원, SE(시스템엔지니어), 의료기기 등록일 26/05/15",~ 05/30(토)
53899913,서울,(주)시니어앤파트너즈,[충무로역] 콘텐츠 플랫폼 iOS 개발자(대리-과장급),"iOS, 컨텐츠제공 등록일 26/05/15",~ 05/29(금)
53876757,서울,(주)덱스컨설팅,(주)덱스컨설팅 DT/AI 컨설턴트 채용,"IT컨설팅, IT컨설팅 수정일 26/05/15",채용시
53819392,서울,(주)케이티아이에스,[을지로] BC카드 데이터추출 및 분석 지원 담당 채용,"기술지원, 데이터분석가, DBA, 빅데이터, SQL 외                    수정일 26/05/15",채용시
53899820,서울,(주)엠피씨플러스,[본사] 웹개발자 경력직 채용,"백엔드/서버개발, 앱개발, 웹개발, 유지보수, 퍼블리셔 외                    수정일 26/05/15",~ 05/30(토)
53899741,서울,(주)데브캣,[마비노기 모바일] 전투 로직 프로그래머,"게임개발, C#, C++, Unity, 서버 외                    등록일 26/05/15",~ 07/14(화)
53899702,서울,주식회사씨앤케이템프,[강동구/대기업그룹사] 서버/네트워크 오퍼레이터 채용,"유지보수, 네트워크, 인프라, 정보통신, 트러블슈팅 외                    등록일 26/05/15",채용시
53899693,서울,(주)제트플레이,모션인식 모바일 앱개발자,"게임개발, 앱개발, 교재제작·출판 수정일 26/05/15",~ 06/14(일)
53899654,서울,(주)컴투스,2026 채용연계형 인턴십 GENIUS 8기 (AI_ART),"게임개발, AI(인공지능), 콘텐츠기획, 일러스트레이터, PhotoShop 외                    수정일 26/05/15",~ 05/26(화)
53899668,서울,(주)트랜스코스모스코리아,트랜스코스모스 IT사업부 Genesys Cloud 경력 담당자 채용 MGt6,"데이터엔지니어, 백엔드/서버개발, 웹개발, 유지보수, 정보보안 외                    등록일 26/05/15",~ 06/14(일)
53899653,서울,(주)인포즈,[인포즈] 안드로이드 개발자 채용,"앱개발, Android, Java, Kotlin, 모바일APP 등록일 26/05/15",~ 07/14(화)
53899554,서울,(주)컴투스홀딩스,2026 채용연계형 인턴십 GENIUS 8기 (게임사업),"게임개발, 게임기획, 시장조사, 트렌드분석, 소프트웨어개발 수정일 26/05/15",~ 05/26(화)
53899592,서울,(주)고우아이티,MES 개발 경력자 채용 (경력7년이상~13년이하),"데이터엔지니어, 앱개발, SI개발, .NET, Azure 외                    등록일 26/05/15",~ 06/14(일)
53862042,서울,(주)상상인,(주)상상인 본사 NW 영업 직군 신입 모집,"기술지원, 유지보수, 네트워크, 인프라, 정보통신 외                    수정일 26/05/15",~ 06/14(일)
53899584,서울,유한회사 미소,[O2O 홈서비스 플랫폼 miso] Back-end Developer (5년 이상),"백엔드/서버개발, Node.js, TypeScript, 전자상거래, B2B 외                    등록일 26/05/15",~ 06/14(일)
53899581,서울,(주)아리에스정보기술,일본 프로젝트 SI 개발자 채용,"SI개발, SI·시스템통합 수정일 26/05/15",~ 06/14(일)
53899561,서울,(주)데브캣,[마비노기 모바일] UI 디자이너,"게임개발, Unity, 게임디자인, UI/UX디자인, 게임개발 외                    등록일 26/05/15",~ 07/14(화)
53899559,서울,피피에스(주),AI영상 개발자 모집 (3년 이상),"AI(인공지능), 솔루션업체, 소프트웨어개발 수정일 26/05/15",~ 06/14(일)
53899558,서울,유한회사 미소,[O2O홈서비스 플랫폼 miso] Product Manager (PM),"DevOps, 서비스기획, 앱기획, 웹기획, PM(프로젝트매니저) 외                    등록일 26/05/15",~ 06/14(일)
53499693,서울,(주)코더블,교육콘텐츠 개발 연구원 채용,"H/W, S/W, AI(인공지능), Python, 교육컨설턴트 외                    수정일 26/05/15",~ 05/31(일)
53899464,서울,에이치알포유(주),[글로벌 자동차부품 중견기업] 전동액추에이터 구조/동역학 해석,"Matlab, Python, 구조해석/설계, 기구설계, 열해석 외                    수정일 26/05/15",~ 05/22(금)
53899450,서울,(주)이노솔루텍,서울 공공기관 상주인력 모집(네트워크 신입),"백엔드/서버개발, 네트워크, 하드웨어, 장비구축, 스토리지 외                    등록일 26/05/15",~ 06/14(일)
53817787,서울,(주)리앤파트너,[SalesforceCRM 개발 기업] PM / pre-sales (정규직),"IT컨설팅, IT컨설팅, PM(프로젝트매니저), 프리세일즈, SI·시스템통합 외                    수정일 26/05/15",~ 05/22(금)
53761083,서울,(주)클레온,AI스타트업 Integration Engineer,"데이터엔지니어, 소프트웨어개발 수정일 26/05/15",~ 06/28(일)
53899288,서울,(주)모스트피플,[양재동/복지우수] 현대자동차 본사 - 임원비서 채용,"SAP, 예산관리, 전표입력, 비서, 사무직 외                    등록일 26/05/15",상시채용
53899287,서울,(주)마이나비코리아,[일본계 한국법인]반도체장비업계 소프트웨어엔지니어 847,"S/W, Java, Javascript, 반도체 등록일 26/05/15",~ 05/30(토)
53899278,서울,(주)엔엠에스컨설팅,제조업 DX 또는 조선IT 사업 개발 전문가 (주임~부장: SI대기업),"IT컨설팅, SI개발, ICT컨설팅, ERP, AI(인공지능) 외                    등록일 26/05/15",~ 05/30(토)
53899258,서울,(주)컴투스,2026 채용연계형 인턴십 GENIUS 8기 (AI_MODEL),"게임개발, 딥러닝, AI(인공지능), Python, Pytorch 외                    수정일 26/05/15",~ 05/26(화)
53899272,서울,(주)이롭,[(주)이롭] 보안사업부 솔루션 엔지니어 공개채용,"기술지원, 유지보수, 정보보안, 네트워크, 네트워크보안 외                    등록일 26/05/15",~ 06/14(일)
53899241,서울,(주)엑스퍼넷,[엑스퍼넷] 부설연구소 솔루션 관련 개발 신입/경력직 채용,"웹개발, SI개발, CSS, HTML, Java 외                    등록일 26/05/15",~ 06/14(일)
53899175,서울,(주)컴투스,2026 채용연계형 인턴십 GENIUS 8기 (AI_AGENT),"게임개발, 솔루션, AI(인공지능), Python, 콘텐츠기획 외                    수정일 26/05/15",~ 05/26(화)
53890371,서울,"주식회사라온플로우(RaonFlowCo.,Ltd.)","[AX팀] AI 서비스 연구직 인턴개발자(신입,파이썬,Python)","데이터분석가, AI(인공지능), PostgreSQL, Python, Claude 외                    수정일 26/05/15",~ 06/13(토)
53899048,서울,(주)컴투스,2026 채용연계형 인턴십 GENIUS 8기 (서버 프로그래머),"게임개발, C#, C++, Git, SVN 외                    수정일 26/05/15",~ 05/26(화)
53675117,서울,(주)유큐브,(주)유큐브 공공사업본부   ICT컨설팅부 컨설턴트 경력사원 모집,"기술지원, 웹개발, DBA, IT컨설팅, ICT컨설팅 외                    수정일 26/05/15",~ 06/19(금)
53879966,서울,주식회사 이지에스브이에스코리아,IDC 시설 운영 중급 엔지니어(중국어 능통자),"IDC, 시설관리, 소프트웨어개발 수정일 26/05/15",~ 06/12(금)
53899000,서울,(주)뷰런테크놀로지,[Vueron] Frontend Developer 경력 채용,"웹개발, 프론트엔드, AI(인공지능), 소프트웨어개발 등록일 26/05/15",~ 07/14(화)
53898949,서울,(주)컴투스,2026 채용연계형 인턴십 GENIUS 8기 (클라이언트 프로그래머),"게임개발, C#, C++, R&D, 게임기획 외                    수정일 26/05/15",~ 05/26(화)
53408913,서울,"주식회사에스지몰드코리아(SGMOLDKOREACO.,LTD)",몰드베이스/금형 설계  엔지니어 채용-중국어 우대,"기술지원, 네트워크, 솔루션, 공구연마, 서비스기획 외                    수정일 26/05/15",채용시
53898960,서울,(주)기원테크,[기원테크] 운영지원팀 신입 및 경력 채용,"기술지원, 백엔드/서버개발, 보안컨설팅, 정보보안, IT컨설팅 외                    등록일 26/05/15",채용시
53898956,서울,한국정보보안원,"[정규직] 개인정보 및 정보보호 컨설팅, 취약점 진단","보안컨설팅, 정보보안, 보안컨설팅, 정보보안 수정일 26/05/15",~ 07/14(화)
53898955,서울,리뉴피플 주식회사,빅테크 데이터 분석 실장급 채용,"데이터분석가, 데이터시각화, 빅데이터, Python, 데이터분석 외                    등록일 26/05/15",채용시
53898948,서울,리뉴피플 주식회사,빅테크 인프라 구축 및 운용 총괄 채용,"인프라, 클라우드, DevOps, 아키텍쳐, 모바일APP 등록일 26/05/15",채용시
53898943,서울,(주)신호정보기술,정보보안엔지니어,"정보보안, 방화벽, 보안, 방화벽, 보안컨설팅 외                    수정일 26/05/15",채용시
53898938,서울,리뉴피플 주식회사,빅테크 백엔드 개발 총괄 채용,"아키텍쳐, Java, 백엔드개발, 모바일APP 등록일 26/05/15",채용시
53898651,서울,한국예술인복지재단,제4차 직원 채용 공고(계약직- 정보화담당),"기술지원, 보안컨설팅, 정보보안, 정보통신, 보안관제 외                    수정일 26/05/15",~ 05/29(금)
53898856,서울,에이치알포유(주),[글로벌 자동차부품 중견기업] 전동 액추에이터 부품설계(3~7년),"Matlab, Python, 구조해석/설계, 기구설계, 2D설계 외                    등록일 26/05/15",~ 05/22(금)
53898808,서울,(주)컴투스,2026 채용연계형 인턴십 GENIUS 8기 (게임아트),"게임개발, R&D, 게임기획, 모바일 수정일 26/05/15",~ 05/26(화)
53898815,서울,리뉴피플 주식회사,빅테크 클라이언트 개발 총괄 채용,"프론트, 클라이언트, 모바일APP 등록일 26/05/15",채용시
53887277,서울,(주)안세기술,운영시스템 AI 기능 개발 (경력 4년 이상),"SE(시스템엔지니어), 네트워크, 머신러닝, 모델링, 이미지프로세싱 외                    수정일 26/05/15",~ 06/13(토)
