공고번호,회사명,공고제목,기술스택/분야,마감일
49189204,씨엔테크,[을지로입구] 보험사 업무 시스템 - OZ REPORT 서식 개발,N/A,3일 전 등록
49189210,씨엔테크,[강동] 대기업 DT Space SMART BOM 고도화,N/A,3일 전 등록
49189103,㈜와이에스지,L사(강서 마곡) 구매시스템 운영담당자(SM) 모집,"소프트웨어개발, CRM, SCM, SI, SM",3일 전 등록
49188207,㈜조인아이티,"BDA운영/수원/5.18-장기/중급,DE/Airflow,GCP,SQL및Python/등 상세참조/.","BigData, SM, DW, SI, ERP",4일 전 등록
49187564,㈜지에프씨코리아,"공공기관 포털 및 시스템 운영, Java 유지관리","SM, SI개발, 솔루션, SI",4일 전 등록
49186037,㈜마인즈앤컴퍼니,[인공지능솔루션] 프로젝트 매니저,N/A,5일 전 등록
49185340,엠플러스정보시스템㈜,OO화학 구매 포털 개선 (DBA),N/A,5일 전 등록
49184856,㈜넥스트코드,[초-고급] 백엔드 개발 : Python(FastAPI) 개발 및 프론트엔드 연동,소프트웨어개발,5일 전 등록
49183724,㈜세코어로보틱스,세코어로보틱스_3D Vision Engineer(경력) ,N/A,5일 전 등록
49183160,모드니사회적협동조합,"AI  보안 솔루션/ SM /중급고급/ 마곡/python, Shell","소프트웨어개발, ERP, SI, SM",5일 전 등록
49182586,모드니사회적협동조합,엠로(EMRO) 경력자 모십니다 /창원,"소프트웨어개발, ERP, SI, SM",5일 전 등록
49180876,㈜마인즈앤컴퍼니,G.Eng. - FDE,N/A,5일 전 등록
49180427,㈜디지토피아,[명동] SAP FI 컨설 인력 모집,SI,5일 전 등록
49180406,㈜디지토피아,[서울역] SAP FI컨설 / CO컨설 인력모집,SI,5일 전 등록
49186117,㈜조인아이티,"공공.qa교체/즉시-09/고급/마곡/단계별.품질관리,이행관리,감리대응/참조/.","모바일앱개발, SM, DW, SI, ERP",5일 전 등록
49185910,㈜조인아이티,"기능고도화/삼성역/06-27.02/중-고급/pos컨버전/Kotlin,JDK17 등 상세참조/","모바일앱개발, SM, DW, SI, ERP",5일 전 등록
49185333,엠플러스정보시스템㈜,OO은행 기업여신 시스템 구축,N/A,5일 전 등록
49185321,엠플러스정보시스템㈜,"OO카드 오토금융 시스템 개선 (여신, websquare)",N/A,5일 전 등록
49183743,인터넷밸리㈜,"00은행기업여신개발(7월투입,고급,업무경력필수,전자금융경험자포함)",SI,5일 전 등록
49181101,㈜비츠로넥스트,OO은행 시스템개발,"솔루션, BI, SI개발, 시스템분석, 시스템설계, 소프트웨어개발",5일 전 등록
49180660,㈜디지토피아,[여의도] 증권경험 Proframe C 또는 Pro-C  개발자 모집,SI,5일 전 등록
49185328,엠플러스정보시스템㈜,OO물류 해상운송 시스템 구축,N/A,5일 전 등록
49178908,㈜가온비즈아이,Power BI 개발 경력자 모집 (6/01부터 4개월 서초구 중/고급),"데이터시각화, SI, BI, 데이터분석",5일 전 등록
49183835,㈜알티시스템,우리은행 기업여신 개발,"CRM, ERP, SM",5일 전 등록
49180527,㈜인터솔루션테크놀로지,G사 Broadcom(VMware) 사업 PM,"솔루션, SI, PM",5일 전 등록
49183507,㈜에스메이트,"[ AI Agent 구축 ] 고급, 경기 의왕, 6월투입",SI,5일 전 등록
49178890,㈜글로벌인,[일본취업연계] 일본 IT / 일본 호텔 취업 과정 전액국비 연수생 모집,"일본어학원, IT학원, 일본어",5일 전 등록
49186374,피씨엔,데이터 라벨링 전담 인력 채용공고,N/A,5일 전 등록
49178687,㈜이안아이티컨설팅,"JAVA - 증권사 ( 여의도, 10개월, 단가 본문 참조 )","소프트웨어개발, SI개발",5일 전 등록
49184136,㈜마이플랫,(판교 안랩/ 연 단위) Vue3 프론트엔드 개발,"SM, SI",5일 전 등록
49183522,㈜인사이트온,[판교/분당] 대기업 시스템 개발 인원 모집(중급 개발자),"SM, SI, SCM, 소프트웨어개발",5일 전 등록
49181713,로반,판교P사/ AI agent / 중급/고급 개발자 / 즉시투입 - 26.12까지,SI,5일 전 등록
49181642,보아스아이티㈜,"공기업 내부업무 개발(JAVA, 중급,고급)",SI개발,5일 전 등록
49186752,푸른IT,강서구 L대기업 SCM 개발 ( 풀스택 Java 개발자 ) Bizactor 경험필수,"물류, Java, SCM, 비즈액터, 자바, 풀스택, BizActor, MES, SCP, WMS, SI, SI개발",4일 전 등록
49185390,㈜아이엑세스,JAVA (고급) 금융권  계정계 웹개발자 모집,"SI, SM",5일 전 등록
49185204,이니넥스트㈜,캄보디아 PRASAC BANK 비대면 모바일 대출 서비스 개발,"SI개발, SI",5일 전 등록
49184975,㈜컴패니언시스템,쇼핑몰 시스템 운영 개발 (React 필수),"모바일앱개발, SM, SI개발, 솔루션, 시스템분석, SI, SI개발, 시스템설계, 소프트웨어개발",5일 전 등록
49181380,㈜디지토피아,[대전] 연구소  설비 및 물류 설비 개발 프로젝트,"SI, SI개발",5일 전 등록
49181778,㈜파인에스디,시설분야 또는 업무시스템(ERP 등) 경력 개발자 채용,"소프트웨어개발, 솔루션, SI, SM, SI개발, 인터페이스",5일 전 등록
49183503,이니넥스트㈜,제약회사 데이터레이크 구축 (AI),"SI개발, SI",5일 전 등록
49181396,㈜디지토피아,[인천] 공기업 데이타 플랫폼 구축 인력 모집,SI,5일 전 등록
49179116,㈜가온비즈아이,React(프론트엔드) 개발 경력자 모집 (즉시 4개월 을지로 고급),"SI, 반응형웹",5일 전 등록
49182540,㈜조인아이티,"제안/DevOps/역삼역/07-27.06/디자이너,중급2명/데이터분석가,고급1명/참조","모바일앱개발, SM, DW, SI, ERP",5일 전 등록
49181785,로반,광명 공기업 프로젝트 / 중급/고급 개발자 / 26.07-27.07,SI,5일 전 등록
49184531,㈜앨트리,"고급, 중급 BackEnd, FrontEnd 개발자 모집(프리) - 반도체/정자","SI, SI개발, 소프트웨어개발",5일 전 등록
49185642,㈜제이앤에스팩토리,"증권사 차세대 대응개발 - Java, Websquare","SI개발, 금융공동망",5일 전 등록
49177344,매드업,[제품본부] 데이터 라벨링 아르바이트 채용,온라인광고,6일 전 등록
49174758,㈜딜라이트룸,(UPO) Product QA Intern,N/A,6일 전 등록
49143844,㈜넵튠,솔루션개발실 백엔드개발자,서버관리,6일 전 등록
49175636,한국유투더블유㈜,[차세대] 은행 계정계 전환 구축 개발,"SM, SI개발, SI, 서버관리, 반응형웹, 클라이언트, 소프트웨어개발",6일 전 등록
49173806,연세IT미래교육원,"언리얼 게임 기획, AI활용2D디자인, 3D모델링 교과 시간강사 모집","게임개발, 게임데이터베이스, 게임프로그래밍, VR콘텐츠, 게임네트워크, 게임인공지능, 교사, 시간강사, 교강사, 강의, 직업훈련, 언리얼5(Unreal), 게임이펙트, 시네마틱영상, 게임 2D그래픽, 게임 3D모델링, 교사, 기능학원, 학원강사, IT학원, 증강현실, 가상현실, 클라이언트, 메타버스",6일 전 등록
49175333,마이데이터,Azure 인프라 구축 솔루션 아키텍트(SA) 고급 모집,"BigData, SM, 솔루션스아키텍트, SI, SCM, 소프트웨어개발",6일 전 등록
49171116,㈜베스티아소프트,"F10001.  카드사  Ai 관련 프로젝트(Python, Rag,MCP 등)",N/A,6일 전 등록
49178040,메가소프트㈜,오라클  ERP 원가 설계.개발( CO)  -판교,"시스템운영, SI, 소프트웨어개발",6일 전 등록
49176667,㈜조인아이티,"보험.클라우드전환3차/시청/즉시-11.23/고급,2명/TA/업무 등 상세참조/.","모바일앱개발, SM, DW, SI, ERP",6일 전 등록
49175359,이안아이티컨설팅,"React - 농협 ( 인덕원, 1.5개월, 단가본문참조 )",N/A,6일 전 등록
49175090,㈜솔빛아이텍,PostgreSQL 튜너 운영자 모집,"SM, DB튜닝",6일 전 등록
49173014,이안아이티컨설팅,"JAVA - 생명보험 운영 ( 서대문, SM, 단가본문참조 )",N/A,6일 전 등록
49171994,㈜에스메이트,"[ 금융사 테스트업무 Playwright 경험자 ] 중급-고급,여의도","테스터, SI",6일 전 등록
49171317,(주)글로벌아카데미,UI/UX 및 자바 프로젝트 개발 입직자(초보자) 모집,IT학원,6일 전 등록
49177631,㈜그랩록,[명동] 금융사 채널 중급 개발자 07.03부터 12월중순,SI개발,6일 전 등록
49176043,㈜시냅스코어,분당.유명OO에너지기업.중급.React.즉시-8월,"GUI, 인터페이스, 반응형웹",6일 전 등록
49171194,㈜조인아이티,"테스트.단위및통합/여의도/6-12/중-고급/경력5년이상/업무,툴등 상세참조/.","소프트웨어개발, DW, ERP, SI, SM",6일 전 등록
49170730,㈜앨트리,"고급 Python, LLM 프로젝트 유경험 개발자 모집(프리) - 반도체/정자","SI, SI개발, 소프트웨어개발",6일 전 등록
49177904,씨앤토트플러스㈜,[정자] SK계열사 AI Agent 개발(고급),N/A,6일 전 등록
49176929,㈜조인아이티,"유관.scs구축/마곡/즉시-08,연장예정/고급/web,nexacro 등 상세참조/.","모바일앱개발, SM, DW, SI, ERP",6일 전 등록
49175622,㈜인사이트온,[판교] 대기업 시스템 개발 프로젝트 DBA 모집,"SM, SI, SCM, 소프트웨어개발",6일 전 등록
49175557,㈜아이타이쿤,"[문래/상주] GS리테일 TMS 프로젝트 - React, Redis 개발자 채용모집",서버관리,6일 전 등록
49178128,조인아이티,"itsm유지관리/수원/7.1-27.12.31/중-고급/java,전자정부/반프리/상세참조/.","모바일앱개발, BigData, SM, DW, SI",6일 전 등록
49168707,한화비전㈜,제조혁신 SW개발자,N/A,05/13(수) 등록
49166847,㈜라피치,중/고급 네트워크 엔지니어,N/A,05/13(수) 등록
49165320,㈜마인즈앤컴퍼니,G.Eng. - AI Eng.,N/A,05/13(수) 등록
49162810,청년취업사관학교,"[(주)씨아이솔루션] 보안 관제 신입, 경력직 모집","방화벽, 네트워크보안, 방화벽, 해킹, IDS, 보안관제, 정보보안, 네트워크관리, 정보보안",05/13(수) 등록
49168670,보아스아이티㈜,인사관리 시스템 개발,SI개발,05/13(수) 등록
49166905,㈜닷큐,시스템 모니터링  경력채용,"컴퓨터, 네트워크관리, 시스템분석, 시스템운영, 서버관리, 시스템운영",05/13(수) 등록
49167349,테크온베이스,JAVA/6개월/서대구역/ 구반포역: 인사시스템  구축 PL,SCM,05/13(수) 등록
49166886,㈜담다랩스,[판교] 삼성전자 N-SCM 3차 구축 개발자 모집,SI,05/13(수) 등록
49166334,㈜조인아이티,"품질관리구축/이천or분당/6.1-12.15/중-고급,5명/c#,java/경험등 상세참조/","SM, SI",05/13(수) 등록
49168504,㈜디어소프트,(부산) 경남은행 정보계(수신) 업무 유지보수 개발자(SM) 모집,"DW모델러, 빅데이터, ETL, 데이터파이프라인, BI",05/13(수) 등록
49164246,유니피아㈜,"반도체 기업  AI인증점검시스템 고도화 / C#, java, oracle/ 6월-연말/이천","소프트웨어개발, SI, SM",05/13(수) 등록
49169398,㈜조인아이티,"구축(EIF or MES)/미국/즉시-12/중-고급,4명/업무,경험,기술등 상세참조/.","모바일앱개발, SM, DW, SI, ERP",05/13(수) 등록
49167293,㈜스포테인프라임,과천 00차 개발인력 모집 독일출장,"SI개발, 소프트웨어개발",05/13(수) 등록
49165348,㈜디지토피아,[강북] 긴급 보험사 클라우드 AA(TA) 프로젝트,N/A,05/13(수) 등록
49165169,㈜필그림소프트,서울역.이커머스.JAVA.보안적합성.즉시-8월말연장,"SI개발, 정보보안",05/13(수) 등록
49164669,㈜핀솔정보,보험사/자동차보험 업무/재무 일반 운영 업무/Java/Websquare/SQL 개발자,N/A,05/13(수) 등록
49164064,㈜아이엑세스,JAVA (고급) 금융권  계정계 웹개발자 채용,"SI, SM",05/13(수) 등록
49169413,㈜조인아이티,"AI Agent구축/고급,7명/의왕/06-12/LLM,Python 등 AI Agent 개발/상세참조/","모바일앱개발, SM, DW, SI, ERP",6일 전 등록
49163081,㈜아이엑세스,"공공기관 AA 모집(중급,고급)","SM, 데이터관리, 서버구축, 시스템운영, SI, 시스템운영, 시스템분석, 네트워크관리, 시스템설계, 서버구축, 네트워크관리, AA",05/13(수) 등록
49168497,㈜포그리트,[포그리트]  웹접근성 Tester 아르바이트 모집,"BigData, 웹표준·웹접근성, DataMining, 소프트웨어개발",05/13(수) 등록
49166740,㈜담다랩스,[기흥] 삼성 반도체 개인정보암호화 시스템 구축 ( JAVA / SDP ),SI,05/13(수) 등록
49166882,㈜닷큐,"서버네트워크관리,관제/채용","방화벽, 시스템운영, 네트워크관리, 보안관제, 서버관리, 컴퓨터, 네트워크관리, 네트워크관리",05/13(수) 등록
49163508,디티에쓰아이㈜,IFRS9 업무시스템 개발(JAVA),"모바일앱개발, SM, SI, 소프트웨어개발",05/13(수) 등록
49163132,㈜유씨에스시스템,유씨에스시스템(정규직) 프로그래머 채용-중계시스템 운영[판교],"솔루션, 인터페이스, 소프트웨어개발",05/13(수) 등록
49167920,㈜아이타이쿤,SC제일은행 품질관리자 채용 모집,테스터,05/13(수) 등록
49163969,언버스,"[영통역] JAVA 프로그래머 채용(분석/설계, 파워빌더)",SI,05/13(수) 등록
49167198,㈜크몽,[영종도] 인스파이어 카지노 AML 개발 (Java),"쇼핑몰, 오픈마켓, 전자상거래",05/13(수) 등록
49164304,낙스넷㈜,JAVA-WEBSQUARE-인천-공공Proj,"컴퓨터, AS, 유지보수",05/13(수) 등록
49165088,㈜대원씨앤씨,[을지로] SKT 차세대(NOVA) 통신 업무 경험인력 소싱,"SM, SI개발, 소프트웨어개발",05/13(수) 등록
49158275,C&C KOREA,대전 원자력통제기술원 LLM 프롬프트 엔지니어  고급 구인,"RAG, LLM프롬프트엔지니어, SI",05/12(화) 등록
49151965,㈜아이티브라운,HL만도 M-LAP파트 인프라 운영 인력 모집,IT컨설팅,05/12(화) 등록
49154142,C&C KOREA,SAP ERP(퍼블릭 컨설턴트 및 퍼블릭 ABAP 개발자)  구인,"SAP ERP 컨설턴트, 퍼블릭 ABAP, 퍼블릭 컨설턴트, ERP, SI",05/12(화) 등록
49155441,마이데이터,대형 커머스 플랫폼 DB 마이그레이션 특급 DBA 모집,"BigData, SM, SI, SCM, 소프트웨어개발",05/12(화) 등록
49153488,㈜엔시스템,카시오페(경력) 고급 개발자 [현대캐피탈 프로젝트  - 서울 중구],"금융, SI, 개발, 카시오페, 현대캐피탈, KSIOP, 소프트웨어개발, 솔루션, SI, SM, SI개발",05/12(화) 등록
49156897,㈜제이앤에스팩토리,증권사 차세대 공통 업무개발 (ProFrame - 초급),N/A,05/12(화) 등록
49152231,㈜디어소프트,(부산)금융 시스템 백엔드 개발자 모집,SI개발,05/12(화) 등록
49151463,푸른IT,오창 Roll Map CS C# 엔지니어 ( 6월 초 미국 출장 ) 초급 중급 2명,"SI개발, .NET, SI, 닷넷, 제조SI, 응용프로그래머, EIF개발자, 스마트팩토리, 해외출장가능, 운영SM, MES개발, C#개발자",05/12(화) 등록
49159060,㈜휴먼교육센터,[국비최대무료/취업연계/기숙사가능]AI인공지능/빅데이터/풀스택/부트캠프,"네트워크관리, GUI, 빅데이터, OLAP개발자, 데이터관리, 웹표준·웹접근성, 증강현실, 펌웨어, 데이터레이크, 인터페이스, 인공지능, 챗봇, GUI, SI개발, 방화벽, DBMS, 메타버스, 솔루션스아키텍트, 데이터시각화, 암호화폐, ETL, 서버구축, 시스템분석, 시스템운영, 서버관리, 챗봇, 시스템운영, 정보보안, BI, SI개발, 모델링, 시스템분석, 반응형웹, 클라이언트, SI개발, 네트워크관리, 웹마스터, 클라이언트, SI개발, 메타버스, 모델링, 보안관제, 시스템설계, 증강현실, 데이터분석, 인터페이스, MMORPG, 분석모델링, 정보보안, IT학원, 데이터마이닝, 클라우드개발자, 가상현실, 서버관리, 아키텍처, 이미지프로세싱, 서버구축, 시스템설계, 가상현실, 반응형웹, 핀테크, DW모델러, 모델링, 암호화폐, 음성인식, 클라우드아키텍트, 클라이언트, 핀테크, 네트워크관리, 핀테크, HTTP, 데이터파이프라인, 네트워크관리, DB튜닝",05/12(화) 등록
49159648,㈜포에스시스템,"[청주] LG엔솔 Oracle, Query RTD SM","SM, SI, SM, SI개발",05/12(화) 등록
49154550,언버스,"[여의도역] Unix/Linux/Windows 서버 엔지니어 채용(증권사, 운영)","SM, 서버, 서버구축, 시스템운영, Windows, Unix, Linux, 서버관리",05/12(화) 등록
49151272,유엔터스,삼성 녹스 파이썬 데이터 구축,"SM, ETL, SI, 소프트웨어개발",05/12(화) 등록
49155754,㈜나우정보기술,00손해보험 PMO 구인,"보험, SI, PM, PO, SI개발",05/12(화) 등록
49160178,낙스넷㈜,"AI 자동화 시스템 개발자 (Python,n8n)","컴퓨터, AS, 유지보수",05/12(화) 등록
49158442,㈜디지털엠엔씨,수원 DBA (PostgreSQL) / 고급,"DBMS, DB튜닝, ETL, 데이터파이프라인",05/12(화) 등록
49153594,보고정보시스템,보험 전산업무 개발 경력자 모집,"SM, 솔루션, SI, 소프트웨어개발",05/12(화) 등록
49158182,㈜크몽,[용인] S전자 개인정보암호화 웹 페이지 개선,"전자상거래, 쇼핑몰, 오픈마켓",05/12(화) 등록
49159390,㈜포인트엑스,[을지로입구] 금융권 프로젝트 개발 (고급 - Java),SI,05/12(화) 등록
49158120,IT BLUE,[대기업 프로젝트] Java·JavaScript 중/고급 개발자 모집 (수원화성),N/A,05/12(화) 등록
49157487,㈜페튜넷,카드사 오토금융 퍼블리셔 모집 (HTML·웹스퀘어),"모바일앱개발, 솔루션, SI, 소프트웨어개발",05/12(화) 등록
49153602,㈜모들소프트,IT 시스템 운영 프론트엔드 개발자 모집,"쇼핑몰, B2B, B2C, GUI, 반응형웹, 인터페이스",05/12(화) 등록
49148719,청년취업사관학교,[더크루] 웹 퍼블리셔 모집(신입/경력),소프트웨어개발,05/11(월) 등록
49151240,㈜조인아이티,"금융사.클라우드운영/중급/을지로/즉시-26.12/업무(NCP,AWS)/참조/.","SM, DW, SI, ERP, 소프트웨어개발",05/11(월) 등록
49144968,㈜유호스트,센터이전 프로젝트 TA 채용(LG그룹계열/SI프로젝트),"서버, 펌웨어, 웹호스팅, 시스템운영, PM, 네트웍구축, 시스템분석, Unix, Linux, 시스템설계, IDC, 통신, CDN, 서버관리, TA, VMware, 네트워크, NA, DA, SWA",05/11(월) 등록
49151256,㈜조인아이티,"QMS개발&분석,설계/중-고급/청주/즉시-12월/품질경험,거주자/등 상세참조/.","SM, DW, SI, ERP, 소프트웨어개발",05/11(월) 등록
49151247,㈜조인아이티,"RollMapCS업무/초-중급,2명/오창/06-12/경험(CS,EIF,C#)/필수등 상세참조/.","SM, DW, SI, ERP, 소프트웨어개발",05/11(월) 등록
49151231,유엔터스,Rest-API 서비스 설계 및 개발,"SM, SI, 시스템설계, 소프트웨어개발",05/11(월) 등록
49151213,㈜조인아이티,"수출입.구매개발/PL,(분석,설계)3명/울산/즉시-27.08/엠로필수/등 상세참조","SM, DW, SI, ERP, 소프트웨어개발",05/11(월) 등록
49150751,㈜폴포지션게임즈,(부산) 폴포지션게임즈 QA 경력직 모집,"테스터, QA, 게임운영관리, 검증",05/11(월) 등록
49148062,㈜피앤아이시스템즈,[ 경기 과천] 국방부 과천 통신사령부 네트워크 스위치 설치 (즉시투입),"네트워크관리, IT컨설팅",05/11(월) 등록
49146403,낙스넷㈜,[ 종로 ] 보안 솔루션 운영자 ( VPN . OTP . EDR . DLP . DBSafer ) 초급,"SM, DBSafer 운영, SE, EDR 운영, SM, 전산실, DLP 운영, 시스템운영, SI, 백신 운영 카스퍼스키 . 안랩, 보안관제, L1 Support, 정보보안, OTP . 2-Factor 인증 운영, 보안위협 모니터링, VPN . 원격접속 운영, 운영",05/11(월) 등록
49141143,㈜에스메이트,"[ AI/ML 엔지니어 ] 고급, 시청역, 즉시투입",SI,05/11(월) 등록
49138634,조인아이티,"은행.인터넷뱅킹개발/5.18-27.02/을지로/중-고급/Java,증빙,필수등 참조/.","SM, DW, 솔루션, SI, ERP",05/11(월) 등록
49147175,㈜아이엑세스,공공기관 TA 모집,"인프라, TA, SI, SM, 네트워크관리, 서버구축, 시스템분석, 시스템설계, 시스템운영, 네트워크관리, 서버구축, 시스템운영, 네트워크관리, 클라우드개발자, 클라우드아키텍트, 솔루션스아키텍트",05/11(월) 등록
49143425,㈜나우정보기술,00생명 SI 프로젝트,"보험, 생명, SI, SI개발, 반응형웹",05/11(월) 등록
49138618,조인아이티,"개발/영종도/즉시-10.31/중-고급,2명/Java,전자정부/코사,자사화/등 참조/.","SM, DW, 솔루션, SI, ERP",05/11(월) 등록
49149948,언버스,[여의도역] JAVA/Proframe 웹프로그래머 채용(보험 상품 운영),SM,05/11(월) 등록
49146981,㈜시냅스코어,선릉역.이커머스.프론트엔드.React.중급.즉시-12월,"GUI, 인터페이스, 반응형웹",05/11(월) 등록
49142798,㈜와이즈코드,인천 서구 개발자 모집 공고,소프트웨어개발,05/11(월) 등록
49149090,㈜비에스엔텍,은행 IT운영 (SM) 개발자 모집 (26년 6월1일 투입),"SI, HTTP, 인터페이스, SI개발",05/11(월) 등록
49138590,조인아이티,"퇴직연금 고도화/광흥창역/6.1-6개월/중급3명,고급3명/증빙,필수등 참조/.","솔루션, DW, ERP, SI, SM",05/09(토) 등록
49129521,㈜글로벌인,[자비부담금0원] 일본취업연계 IT 웹 개발자 과정 연수생 모집,"일본어학원, IT학원, 일본어",05/08(금) 등록
49127690,조인아이티,"손보,분석,설계,개발/서대문/06-27.02/중급2명/경험,업무,기술등 상세참조/","소프트웨어개발, BigData, DW, SI, SM",05/08(금) 등록
49133928,㈜조인아이티,"테스트관리 및 이행관리/명동/즉시-9월/고급,금융경험,증빙/등 상세참조/.","모바일앱개발, SM, DW, SI, ERP",05/08(금) 등록
49131198,㈜마인드시스템,코드인스펙션(증권) 경력자 모집,SI개발,05/08(금) 등록
49133693,㈜씨에스리,[CSLEE] Azure Cloud SA  모집(클라우드 전환 3차 사업),IT컨설팅,05/08(금) 등록
49128639,㈜아이이에이,"[울산] 대기업 내부 시스템 구축 (Java·React, 클라우드, AI)",소프트웨어개발,05/08(금) 등록
49137122,조인아이티,"은행.U2L/종각/6월-12월/고급,10명/경험자,증빙,pro-c,c/소싱조건등 참조/.","SM, DW, SI, ERP, 소프트웨어개발",05/08(금) 등록
49135972,㈜인터솔루션테크놀로지,[기흥] A사 MES 프로젝트,"SI, SI개발",05/08(금) 등록
49128476,트리플윈,"[프로그래머 모집] AI코딩, 앱개발, 웹&앱 개발","모바일, 모바일게임, 모바일App",05/08(금) 등록
49137051,엔아이티에스,금융사 DBA/TA/SA/AA/SWA 개발,"데이터관리, SI, 소프트웨어개발",05/08(금) 등록
49131248,트리플윈,"[프로그래머 모집] AI코딩, 앱개발, 웹&앱 개발",웹에이전시,05/08(금) 등록
49132464,아이와이씨앤씨㈜,"[의왕] 계정계 차세대 시스템 구축 [심사업무:담보 신용,개인,기업]",소프트웨어개발,05/08(금) 등록
49134851,브릭솔루션㈜,국내 증권사 시스템 구축 프로젝트 TA파트 인력 채용 증권사 경력 必,"서버구축, 시스템운영, 시스템분석, 시스템설계, TA, 소프트웨어개발",05/08(금) 등록
49129801,㈜마루한소프트,"저축은행 내부시스템(여신) 운영,개발  [ JAVA, 중급  ]","SM, SI개발, 솔루션, SI, CRM, 인터페이스, 소프트웨어개발",05/08(금) 등록
49129641,㈜웨어포인트,(잠실/프리) 백엔드 개발자 모집,"BigData, SM, SI개발, SI, HTTP",05/08(금) 등록
49127821,퓨처밸류21,소프트웨어 개발 원격 근무,"홍보대행, 시스템분석, 서버관리, 광고기획, 온라인광고, 클라이언트, 아키텍처, 시스템설계, 클라이언트, 광고제작, 광고대행",05/08(금) 등록
49122414,Upstage,[Upstage] AI 교육 전문 강사 및 멘토풀 모집,IT강의,05/07(목) 등록
49121382,한국IT교육원,채용연계형 AI Worker 웹퍼블리셔 부트캠프,"교사, 교수설계, 실기교사, 학원강사, IT학원, GUI, 반응형웹, 인터페이스, 웹마스터, GUI, 반응형웹, 웹표준·웹접근성, GUI, 모바일디자인, UI·UX기획",05/07(목) 등록
49121399,한국IT교육원,"채용연계형 AI  미래형모빌리티(로봇,ADAS) 부트캠프","교사, 교수설계, 실기교사, 학원강사, IT학원, 시스템분석, 시스템설계, 시스템운영, 펌웨어, 서버관리, 모델링, 딥러닝, 음성인식, 이미지프로세싱, 인공지능",05/07(목) 등록
49127448,㈜조인아이티,"개발&운영/즉시-12월(년)/서초동/중-고급/필수(사진,업무상세/등 상세참조/","SM, DW, SI, ERP, 소프트웨어개발",05/07(목) 등록
49116330,연세IT미래교육원,"AI시대, 연봉의 앞자리를 바꾸는 진짜 기술. AI-native 인재 [취업연계]","교사, 기능학원, IT학원, 네트워크관리, 보안관제, 정보보안",05/07(목) 등록
49127625,㈜조인아이티,"개발및운영/초-중급/오창,마곡/즉시-12/DeepLearning,AI등 필수 상세참조/.","모바일앱개발, SM, DW, SI, ERP",05/07(목) 등록
49120362,한국유투더블유㈜,[5월] 은행 기업뱅킹 SI개발자 채용,"SM, SI개발, SI, 서버관리, 반응형웹, 클라이언트, 소프트웨어개발",05/07(목) 등록
49126502,㈜타이호인스트,생보사 ITO(생보사 업무경험자),소프트웨어개발,05/07(목) 등록
49125144,㈜나우정보기술,000생명 SI 프로젝트,"SI, 보험",05/07(목) 등록
49125109,㈜마루한소프트,"금융권 기업뱅킹 프로젝트  [ JAVA, 중급  ]","SM, SI개발, 솔루션, SI, CRM, 인터페이스, 소프트웨어개발",05/07(목) 등록
49127511,㈜조인아이티,"은행.비대면개발/명동/즉시-10.31/중급/java,react/경험,금융권/상세참조/.","SM, DW, SI, ERP, 소프트웨어개발",05/07(목) 등록
49127219,언버스,"[여의도역] 네트워크 엔지니어 채용(증권사, 운영)","SM, 네트워크관리",05/07(목) 등록
49126260,㈜그랩록,"[마포] 증권사 MTS개발, JAVA, JAVASCRIPT,JQUERY,JSP,  중급이상, 3개월",SI개발,05/07(목) 등록
49125437,㈜포에스시스템,[청주] LG엔솔 WMS 개발 경력자 채용,"SM, SI, SM, SI개발",05/07(목) 등록
49124034,㈜핀솔정보,보험사/Websquare/Javascript/Oracle 개발자,N/A,05/07(목) 등록
49121469,㈜포에스시스템,"[대전] LG엔솔연구소 전극/조립(공정)비즈롤 분석,설계,개발","SM, SI, SM, SI개발",05/07(목) 등록
49119344,㈜디지털엠엔씨,ㅇㅇ은행 AI Agent 플랫폼 구축 (MCP 서버) 리딩 개발자 (고급),N/A,05/07(목) 등록
49121840,㈜시냅스코어,이천.OO반도체.DA.DBA.고급.7월-3월,"DBMS, 모델링, 데이터마이닝, DW모델러, DB튜닝",05/07(목) 등록
49123990,㈜이음아이앤씨,"모바일 페이의 간편결제 APP ,PG,해외결제 연계 개발 및 운영[즉시-6개월]","SI, SI개발",05/07(목) 등록
49122205,모아플래닛,PHP 개발자 모집,N/A,05/07(목) 등록
49123575,㈜온빛소프트,[증권사]vue.js  프론트 개발 운영,"모바일앱개발, 솔루션, asp, 소프트웨어개발",05/07(목) 등록
49123748,㈜이너스,한화생명 여신시스템 차세대,SI,05/07(목) 등록
49116556,의료법인영문의료재단(주사무소),의료정보팀 전산 행정직 채용,종합병원,05/06(수) 등록
49116335,㈜에스씨에이게임부산,[게임QA] SBS아카데미게임학원(부산) 교육부 강사,"테스터, 웹마스터, 디자인학원, 게임QA, 검증",05/06(수) 등록
49113193,㈜라피치,AICC 시스템 운영자(신입),"시스템설계, 시스템운영",05/06(수) 등록
49116981,연세IT미래교육원,AICE 자격증 취득 대비 단기 과정 시간강사 모집,"Python, 데이터분석, 데이터전처리, 파이썬, ai모델링, AICE, 교사, 시간강사, 교강사, 강의, 직업훈련, AI 학습, AICE BASIC, AICE ASSOCIATE, 노코딩, 교사, 기능학원, 학원강사, IT학원, 모델링, 딥러닝, 인공지능, 직업훈련",05/06(수) 등록
